skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
blj0f,Bloomingdale Children's Fiction,Bloomingdale Children's Fiction,Branch,,,bl,,false,,,true,,
blj0h,Bloomingdale Children's Holiday Book,Bloomingdale Children's Holiday Book,Branch,,,bl,,false,,,true,,
blj0i,Bloomingdale Children's Picture Book,Bloomingdale Children's Picture Book,Branch,,,bl,,false,,,true,,
blj0l,Bloomingdale Children's World Languages,Bloomingdale Children's World Languages,Branch,,,bl,,false,,,true,,
blj0n,Bloomingdale Children's Non-Fiction,Bloomingdale Children's Non-Fiction,Branch,,,bl,,false,,,true,,
blj0t,Bloomingdale Children's Fairy Tale,Bloomingdale Children's Fairy Tale,Branch,,,bl,,false,,,true,,
blj0v,Bloomingdale Children's Non-Print Media,Bloomingdale Children's Non-Print Media,Branch,,,bl,,false,,,true,,
blj0y,Bloomingdale Children's Young Reader,Bloomingdale Children's Young Reader,Branch,,,bl,,false,,,true,,
bljlf,Bloomingdale Children's Read-Along Book Fiction,Bloomingdale Children's Read-Along Book Fiction,Branch,,,bl,,false,,,true,,
bljln,Bloomingdale Children's Read-Along Book Non-Fiction,Bloomingdale Children's Read-Along Book Non-Fiction,Branch,,,bl,,false,,,true,,
bljr,Bloomingdale Children's Reference,Bloomingdale Children's Reference,Branch,,,bl,,false,,,true,,
bly,Bloomingdale Young Adult,Bloomingdale Young Adult,Branch,,,bl,,false,,,true,,
bly01,Bloomingdale YA Reference,Bloomingdale YA Reference,Branch,,,bl,,false,,,true,,
bly0f,Bloomingdale YA Fiction,Bloomingdale YA Fiction,Branch,,,bl,,false,,,true,,
bly0l,Bloomingdale YA World Languages,Bloomingdale YA World Languages,Branch,,,bl,,false,,,true,,
bly0n,Bloomingdale YA Non-Fiction,Bloomingdale YA Non-Fiction,Branch,,,bl,,false,,,true,,
bly0v,Bloomingdale YA Non-Print Media,Bloomingdale YA Non-Print Media,Branch,,,bl,,false,,,true,,
blyr,Bloomingdale Young Adult Reference,Bloomingdale Young Adult Reference,Branch,,,bl,,false,,,true,,
blzzz,Bloomingdale,Bloomingdale (error code),Branch,,,bl,,false,,,true,,
br,George Bruce,George Bruce,Branch,,,br,,false,,,true,,
bra,George Bruce Adult,George Bruce Adult,Branch,,,br,,false,,,true,,
bra01,George Bruce Reference,George Bruce Reference,Branch,,,br,,false,,,true,,
bra03,George Bruce Closed Shelf Reference,George Bruce Closed Shelf Reference,Branch,,,br,,false,,,true,,
bra0f,George Bruce Fiction,George Bruce Fiction,Branch,,,br,,false,,,true,,
bra0l,George Bruce World Languages,George Bruce World Languages,Branch,,,br,,false,,,true,,
bra0n,George Bruce Non-Fiction,George Bruce Non-Fiction,Branch,,,br,,false,,,true,,
bra0v,George Bruce Non-Print Media,George Bruce Non-Print Media,Branch,,,br,,false,,,true,,
brar,George Bruce Adult Reference,George Bruce Adult Reference,Branch,,,br,,false,,,true,,
brj,George Bruce Children,George Bruce Children,Branch,,,br,,false,,,true,,
brj01,George Bruce Children's Reference,George Bruce Children's Reference,Branch,,,br,,false,,,true,,
brj0a,George Bruce Children's Easy Book,George Bruce Children's Easy Book,Branch,,,br,,false,,,true,,
brj0f,George Bruce Children's Fiction,George Bruce Children's Fiction,Branch,,,br,,false,,,true,,
brj0h,George Bruce Children's Holiday Book,George Bruce Children's Holiday Book,Branch,,,br,,false,,,true,,
brj0i,George Bruce Children's Picture Book,George Bruce Children's Picture Book,Branch,,,br,,false,,,true,,
brj0l,George Bruce Children's World Languages,George Bruce Children's World Languages,Branch,,,br,,false,,,true,,
brj0n,George Bruce Children's Non-Fiction,George Bruce Children's Non-Fiction,Branch,,,br,,false,,,true,,
brj0t,George Bruce Children's Fairy Tale,George Bruce Children's Fairy Tale,Branch,,,br,,false,,,true,,
brj0v,George Bruce Children's Non-Print Media,George Bruce Children's Non-Print Media,Branch,,,br,,false,,,true,,
brj0y,George Bruce Children's Young Reader,George Bruce Children's Young Reader,Branch,,,br,,false,,,true,,
brjel,George Bruce Children's Read Together: Storytime Kits,George Bruce Children's Read Together: Storytime Kits,Branch,,,br,,false,,,true,,
brjlf,George Bruce Children's Read-Along Book Fiction,George Bruce Children's Read-Along Book Fiction,Branch,,,br,,false,,,true,,
brjln,George Bruce Children's Read-Along Book Non-Fiction,George Bruce Children's Read-Along Book Non-Fiction,Branch,,,br,,false,,,true,,
brjr,George Bruce Children's Reference,George Bruce Children's Reference,Branch,,,br,,false,,,true,,
bry,George Bruce Young Adult,George Bruce Young Adult,Branch,,,br,,false,,,true,,
bry01,George Bruce YA Reference,George Bruce YA Reference,Branch,,,br,,false,,,true,,
bry0f,George Bruce YA Fiction,George Bruce YA Fiction,Branch,,,br,,false,,,true,,
bry0l,George Bruce YA World Languages,George Bruce YA World Languages,Branch,,,br,,false,,,true,,
bry0n,George Bruce YA Non-Fiction,George Bruce YA Non-Fiction,Branch,,,br,,false,,,true,,
bry0v,George Bruce YA Non-Print Media,George Bruce YA Non-Print Media,Branch,,,br,,false,,,true,,
bryr,George Bruce Young Adult Reference,George Bruce Young Adult Reference,Branch,,,br,,false,,,true,,
brzzz,George Bruce,George Bruce (error code),Branch,,,br,,false,,,true,,
bt,Battery Park City,Battery Park City,Branch,,,bt,,false,,,true,,
bta,Battery Park Adult,Battery Park Adult,Branch,,,bt,,false,,,true,,
bta01,Battery Park Reference,Battery Park Reference,Branch,,,bt,,false,,,true,,
bta03,Battery Park Closed Shelf Reference,Battery Park Closed Shelf Reference,Branch,,,bt,,false,,,true,,
bta0f,Battery Park Fiction,Battery Park Fiction,Branch,,,bt,,false,,,true,,
bta0l,Battery Park World Languages,Battery Park World Languages,Branch,,,bt,,false,,,true,,
bta0n,Battery Park Non-Fiction,Battery Park Non-Fiction,Branch,,,bt,,false,,,true,,
bta0v,Battery Park Non-Print Media,Battery Park Non-Print Media,Branch,,,bt,,false,,,true,,
btar,Battery Park Adult Reference,Battery Park Adult Reference,Branch,,,bt,,false,,,true,,
btj,Battery Park Children,Battery Park Children,Branch,,,bt,,false,,,true,,
btj01,Battery Park Children's Reference,Battery Park Children's Reference,Branch,,,bt,,false,,,true,,
btj0a,Battery Park Children's Easy Book,Battery Park Children's Easy Book,Branch,,,bt,,false,,,true,,
btj0f,Battery Park Children's Fiction,Battery Park Children's Fiction,Branch,,,bt,,false,,,true,,
btj0h,Battery Park Children's Holiday Book,Battery Park Children's Holiday Book,Branch,,,bt,,false,,,true,,
btj0i,Battery Park Children's Picture Book,Battery Park Children's Picture Book,Branch,,,bt,,false,,,true,,
btj0l,Battery Park Children's World Languages,Battery Park Children's World Languages,Branch,,,bt,,false,,,true,,
btj0n,Battery Park Children's Non-Fiction,Battery Park Children's Non-Fiction,Branch,,,bt,,false,,,true,,
btj0t,Battery Park Children's Fairy Tale,Battery Park Children's Fairy Tale,Branch,,,bt,,false,,,true,,
btj0v,Battery Park Children's Non-Print Media,Battery Park Children's Non-Print Media,Branch,,,bt,,false,,,true,,
btj0y,Battery Park Children's Young Reader,Battery Park Children's Young Reader,Branch,,,bt,,false,,,true,,
btjlf,Battery Park Children's Read-Along Book Fiction,Battery Park Children's Read-Along Book Fiction,Branch,,,bt,,false,,,true,,
btjln,Battery Park Children's Read-Along Book Non-Fiction,Battery Park Children's Read-Along Book Non-Fiction,Branch,,,bt,,false,,,true,,
btjr,Battery Park Children's Reference,Battery Park Children's Reference,Branch,,,bt,,false,,,true,,
bty,Battery Park Young Adult,Battery Park Young Adult,Branch,,,bt,,false,,,true,,
bty01,Battery Park YA Reference,Battery Park YA Reference,Branch,,,bt,,false,,,true,,
bty0f,Battery Park YA Fiction,Battery Park YA Fiction,Branch,,,bt,,false,,,true,,
bty0l,Battery Park YA World Languages,Battery Park YA World Languages,Branch,,,bt,,false,,,true,,
bty0n,Battery Park YA Non-Fiction,Battery Park YA Non-Fiction,Branch,,,bt,,false,,,true,,
bty0v,Battery Park YA Non-Print Media,Battery Park YA Non-Print Media,Branch,,,bt,,false,,,true,,
btyr,Battery Park Young Adult Reference,Battery Park Young Adult Reference,Branch,,,bt,,false,,,true,,
btzzz,Battery Park,Battery Park (error code),Branch,,,bt,,false,,,true,,
bu,Stavros Niarchos Foundation Library - Yoseloff Business Center,Stavros Niarchos Foundation Library - Yoseloff Business Center,Research,,,sn,,false,,,true,,
bur51,Stavros Niarchos Foundation Library - Yoseloff Business Center - Research Reference,Stavros Niarchos Foundation Library - Yoseloff Business Center - Research Reference,Research,,,sn,,false,,,true,,
ca,Terence Cardinal Cooke-Cathedral,Terence Cardinal Cooke-Cathedral,Branch,,,ca,,false,,,true,,
caa,Terence Cardinal Cooke-Cathedral Adult,Terence Cardinal Cooke-Cathedral Adult,Branch,,,ca,,false,,,true,,
caa01,Terence Cardinal Cooke-Cathedral Reference,Terence Cardinal Cooke-Cathedral Reference,Branch,,,ca,,false,,,true,,
caa03,Terence Cardinal Cooke-Cathedral Closed Shelf Reference,Terence Cardinal Cooke-Cathedral Closed Shelf Reference,Branch,,,ca,,false,,,true,,
caa0f,Terence Cardinal Cooke-Cathedral Fiction,Terence Cardinal Cooke-Cathedral Fiction,Branch,,,ca,,false,,,true,,
caa0l,Terence Cardinal Cooke-Cathedral World Languages,Terence Cardinal Cooke-Cathedral World Languages,Branch,,,ca,,false,,,true,,
caa0n,Terence Cardinal Cooke-Cathedral Non-Fiction,Terence Cardinal Cooke-Cathedral Non-Fiction,Branch,,,ca,,false,,,true,,
caa0v,Terence Cardinal Cooke-Cathedral Non-Print Media,Terence Cardinal Cooke-Cathedral Non-Print Media,Branch,,,ca,,false,,,true,,
caar,Terence Cardinal Cooke-Cathedral Adult Reference,Terence Cardinal Cooke-Cathedral Adult Reference,Branch,,,ca,,false,,,true,,
caj,Terence Cardinal Cooke-Cathedral Children,Terence Cardinal Cooke-Cathedral Children,Branch,,,ca,,false,,,true,,
caj01,Terence Cardinal Cooke-Cathedral Children's Reference,Terence Cardinal Cooke-Cathedral Children's Reference,Branch,,,ca,,false,,,true,,
caj0a,Terence Cardinal Cooke-Cathedral Children's Easy Book,Terence Cardinal Cooke-Cathedral Children's Easy Book,Branch,,,ca,,false,,,true,,
caj0f,Terence Cardinal Cooke-Cathedral Children's Fiction,Terence Cardinal Cooke-Cathedral Children's Fiction,Branch,,,ca,,false,,,true,,
caj0h,Terence Cardinal Cooke-Cathedral Children's Holiday Book,Terence Cardinal Cooke-Cathedral Children's Holiday Book,Branch,,,ca,,false,,,true,,
caj0i,Terence Cardinal Cooke-Cathedral Children's Picture Book,Terence Cardinal Cooke-Cathedral Children's Picture Book,Branch,,,ca,,false,,,true,,
caj0l,Terence Cardinal Cooke-Cathedral Children's World Languages,Terence Cardinal Cooke-Cathedral Children's World Languages,Branch,,,ca,,false,,,true,,
caj0n,Terence Cardinal Cooke-Cathedral Children's Non-Fiction,Terence Cardinal Cooke-Cathedral Children's Non-Fiction,Branch,,,ca,,false,,,true,,
caj0t,Terence Cardinal Cooke-Cathedral Children's Fairy Tale,Terence Cardinal Cooke-Cathedral Children's Fairy Tale,Branch,,,ca,,false,,,true,,
caj0v,Terence Cardinal Cooke-Cathedral Children's Non-Print Media,Terence Cardinal Cooke-Cathedral Children's Non-Print Media,Branch,,,ca,,false,,,true,,
caj0y,Terence Cardinal Cooke-Cathedral Children's Young Reader,Terence Cardinal Cooke-Cathedral Children's Young Reader,Branch,,,ca,,false,,,true,,
cajlf,Terence Cardinal Cooke-Cathedral Children's Read-Along Book Fiction,Terence Cardinal Cooke-Cathedral Children's Read-Along Book Fiction,Branch,,,ca,,false,,,true,,
cajln,Terence Cardinal Cooke-Cathedral Children's Read-Along Book Non-Fiction,Terence Cardinal Cooke-Cathedral Children's Read-Along Book Non-Fiction,Branch,,,ca,,false,,,true,,
cajr,Terence Cardinal Cooke-Cathedral Children's Reference,Terence Cardinal Cooke-Cathedral Children's Reference,Branch,,,ca,,false,,,true,,
cay,Terence Cardinal Cooke-Cathedral Young Adult,Terence Cardinal Cooke-Cathedral Young Adult,Branch,,,ca,,false,,,true,,
cay01,Terence Cardinal Cooke-Cathedral YA Reference,Terence Cardinal Cooke-Cathedral YA Reference,Branch,,,ca,,false,,,true,,
cay0f,Terence Cardinal Cooke-Cathedral YA Fiction,Terence Cardinal Cooke-Cathedral YA Fiction,Branch,,,ca,,false,,,true,,
cay0l,Terence Cardinal Cooke-Cathedral YA World Languages,Terence Cardinal Cooke-Cathedral YA World Languages,Branch,,,ca,,false,,,true,,
cay0n,Terence Cardinal Cooke-Cathedral YA Non-Fiction,Terence Cardinal Cooke-Cathedral YA Non-Fiction,Branch,,,ca,,false,,,true,,
cay0v,Terence Cardinal Cooke-Cathedral YA Non-Print Media,Terence Cardinal Cooke-Cathedral YA Non-Print Media,Branch,,,ca,,false,,,true,,
cayr,Terence Cardinal Cooke-Cathedral Young Adult Reference,Terence Cardinal Cooke-Cathedral Young Adult Reference,Branch,,,ca,,false,,,true,,
cazzz,Terence Cardinal Cooke-Cathedral,Terence Cardinal Cooke-Cathedral (error code),Branch,,,ca,,false,,,true,,
cc,SASB - Children's Center Rm 84,SASB - Children's Center Rm 84,,,,cc,,false,,,true,,
ccdwl,CCD World Lang Orders,CCD World Lang Orders,Branch,,,cc,,false,,,true,,
ccj,SASB - Children's Center Rm 84,SASB - Children's Center Rm 84,,,,cc,,false,,,true,,
ccj01,SASB (Children's Center at 42nd St.) - Reference Rm 84,SASB (Children's Center at 42nd St.) - Reference Rm 84,,,,cc,,false,,,true,,
ccj03,SASB (Children's Non-Circulating) - Main Reading Room 315,SASB (Children's Non-Circulating) - Main Reading Room 315,,,,cc,,false,,,true,,
ccj0a,SASB (Children's Center at 42nd St.) - Easy Book Rm 84,SASB (Children's Center at 42nd St.) - Easy Book Rm 84,,,,cc,,false,,,true,,
ccj0f,SASB (Children's Center at 42nd St.) - Fiction Rm 84,SASB (Children's Center at 42nd St.) - Fiction Rm 84,,,,cc,,false,,,true,,
ccj0h,SASB (Children's Center at 42nd St.) - Holiday Book Rm 84,SASB (Children's Center at 42nd St.) - Holiday Book Rm 84,,,,cc,,false,,,true,,
ccj0i,SASB (Children's Center at 42nd St.) - Picture Book Rm 84,SASB (Children's Center at 42nd St.) - Picture Book Rm 84,,,,cc,,false,,,true,,
ccj0l,SASB (Children's Center at 42nd St.) - World Languages Rm 84,SASB (Children's Center at 42nd St.) - World Languages Rm 84,,,,cc,,false,,,true,,
ccj0n,SASB (Children's Center at 42nd St.) - Non-Fiction Rm 84,SASB (Children's Center at 42nd St.) - Non-Fiction Rm 84,,,,cc,,false,,,true,,
ccj0t,SASB (Children's Center at 42nd St.) - Fairy Tale Rm 84,SASB (Children's Center at 42nd St.) - Fairy Tale Rm 84,,,,cc,,false,,,true,,
ccj0v,SASB (Children's Center at 42nd St.) - Non-Print Media Rm 84,SASB (Children's Center at 42nd St.) - Non-Print Media Rm 84,,,,cc,,false,,,true,,
ccj0y,SASB (Children's Center at 42nd St.) - Young Reader Rm 84,SASB (Children's Center at 42nd St.) - Young Reader Rm 84,,,,cc,,false,,,true,,
ccj92,SASB M2 - General Research - Room 315,SASB M2 - General Research - Room 315,,,,cc,,false,,,true,,
ccjlf,SASB (Children's Center at 42nd St.) Read-Along Book Fiction,SASB (Children's Center at 42nd St.) Read-Along Book Fiction,,,,cc,,false,,,true,,
ccjln,SASB (Children's Center at 42nd St.) Read-Along Book Non-Fiction,SASB (Children's Center at 42nd St.) Read-Along Book Non-Fiction,,,,cc,,false,,,true,,
ccjr,SASB (Children's Center at 42nd St.) - Reference Rm 84,SASB (Children's Center at 42nd St.) - Reference Rm 84,,,,cc,,false,,,true,,
ch,Chatham Square,Chatham Square,Branch,,,ch,,false,,,true,,
cha,Chatham Square Adult,Chatham Square Adult,Branch,,,ch,,false,,,true,,
cha01,Chatham Square Reference,Chatham Square Reference,Branch,,,ch,,false,,,true,,
cha03,Chatham Square Closed Shelf Reference,Chatham Square Closed Shelf Reference,Branch,,,ch,,false,,,true,,
cha0f,Chatham Square Fiction,Chatham Square Fiction,Branch,,,ch,,false,,,true,,
cha0l,Chatham Square World Languages,Chatham Square World Languages,Branch,,,ch,,false,,,true,,
cha0n,Chatham Square Non-Fiction,Chatham Square Non-Fiction,Branch,,,ch,,false,,,true,,
cha0v,Chatham Square Non-Print Media,Chatham Square Non-Print Media,Branch,,,ch,,false,,,true,,
cha0w,Chatham Adult Learning Center,Chatham Adult Learning Center,Branch,,,ch,,false,,,true,,
char,Chatham Square Adult Reference,Chatham Square Adult Reference,Branch,,,ch,,false,,,true,,
chasf,Chatham Square Special Needs Collection Adult Fiction,Chatham Square Special Needs Collection Adult Fiction,Branch,,,ch,,false,,,true,,
chasl,Chatham Square Special Needs Collection Adult World Language,Chatham Square Special Needs Collection Adult World Language,Branch,,,ch,,false,,,true,,
chasn,Chatham Square Special Needs Collection Adult Non-Fiction,Chatham Square Special Needs Collection Adult Non-Fiction,Branch,,,ch,,false,,,true,,
chj,Chatham Square Children,Chatham Square Children,Branch,,,ch,,false,,,true,,
chj01,Chatham Square Children's Reference,Chatham Square Children's Reference,Branch,,,ch,,false,,,true,,
chj0a,Chatham Square Children's Easy Book,Chatham Square Children's Easy Book,Branch,,,ch,,false,,,true,,
chj0f,Chatham Square Children's Fiction,Chatham Square Children's Fiction,Branch,,,ch,,false,,,true,,
chj0h,Chatham Square Children's Holiday Book,Chatham Square Children's Holiday Book,Branch,,,ch,,false,,,true,,
chj0i,Chatham Square Children's Picture Book,Chatham Square Children's Picture Book,Branch,,,ch,,false,,,true,,
chj0l,Chatham Square Children's World Languages,Chatham Square Children's World Languages,Branch,,,ch,,false,,,true,,
chj0n,Chatham Square Children's Non-Fiction,Chatham Square Children's Non-Fiction,Branch,,,ch,,false,,,true,,
chj0t,Chatham Square Children's Fairy Tale,Chatham Square Children's Fairy Tale,Branch,,,ch,,false,,,true,,
chj0v,Chatham Square Children's Non-Print Media,Chatham Square Children's Non-Print Media,Branch,,,ch,,false,,,true,,
chj0y,Chatham Square Children's Young Reader,Chatham Square Children's Young Reader,Branch,,,ch,,false,,,true,,
chjlf,Chatham Square Children's Read-Along Book Fiction,Chatham Square Children's Read-Along Book Fiction,Branch,,,ch,,false,,,true,,
chjln,Chatham Square Children's Read-Along Book Non-Fiction,Chatham Square Children's Read-Along Book Non-Fiction,Branch,,,ch,,false,,,true,,
chjr,Chatham Square Children's Reference,Chatham Square Children's Reference,Branch,,,ch,,false,,,true,,
chjsf,Chatham Square Special Needs Collection J Fiction,Chatham Square Special Needs Collection J Fiction,Branch,,,ch,,false,,,true,,
chjsi,Chatham Square Special Needs Collection Childrens Picture Book,Chatham Square Special Needs Collection Childrens Picture Book,Branch,,,ch,,false,,,true,,
chjsn,Chatham Square Special Needs Collection J Non-Fiction,Chatham Square Special Needs Collection J Non-Fiction,Branch,,,ch,,false,,,true,,
chy,Chatham Square Young Adult,Chatham Square Young Adult,Branch,,,ch,,false,,,true,,
chy01,Chatham Square YA Reference,Chatham Square YA Reference,Branch,,,ch,,false,,,true,,
chy0f,Chatham Square YA Fiction,Chatham Square YA Fiction,Branch,,,ch,,false,,,true,,
chy0l,Chatham Square YA World Languages,Chatham Square YA World Languages,Branch,,,ch,,false,,,true,,
chy0n,Chatham Square YA Non-Fiction,Chatham Square YA Non-Fiction,Branch,,,ch,,false,,,true,,
chy0v,Chatham Square YA Non-Print Media,Chatham Square YA Non-Print Media,Branch,,,ch,,false,,,true,,
chyr,Chatham Square Young Adult Reference,Chatham Square Young Adult Reference,Branch,,,ch,,false,,,true,,
chysf,Chatham Square Special Needs Collection YA Fiction,Chatham Square Special Needs Collection YA Fiction,Branch,,,ch,,false,,,true,,
chysn,Chatham Square Special Needs Collection YA Non-Fiction,Chatham Square Special Needs Collection YA Non-Fiction,Branch,,,ch,,false,,,true,,
chzzz,Chatham Square,Chatham Square (error code),Branch,,,ch,,false,,,true,,
